id,country,origin_country,shipment_mode_clean,textile_type,weight_raw,weight_unit,weight_kg,distance_km,emission_factor,carbon_footprint_kg_co2e,carbon_intensity_per_km,freight_cost_usd,line_item_value
83394,Uganda,India,Air,Organic Cotton,1864,kg,1864.0,6200.0,0.602,6957.1936000000005,1.122128,8485,124634.14
83395,Haiti,India,Air,Organic Cotton,3917,kg,3917.0,16200.0,0.602,38200.150799999996,2.3580339999999995,39223.78,95265.0
83396,Côte d'Ivoire,India,Air,Organic Cotton,1021,kg,1021.0,8900.0,0.602,5470.3138,0.614642,5254.1,5651.1
83398,Côte d'Ivoire,India,Air,Organic Cotton,See DN-1629 (ID#:82857),kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,See DN-1629 (ID#:82857),27900.0
83399,Zambia,India,Truck,Organic Cotton,1946,kg,1946.0,7600.0,0.0626,925.82896,0.1218196,3379.64,54600.0
83400,Zambia,India,Truck,Organic Cotton,2085,kg,2085.0,7600.0,0.0626,991.9596,0.130521,3379.64,77200.0
83401,Zimbabwe,India,Truck,Organic Cotton,3955,kg,3955.0,7900.0,0.0626,1955.9057,0.247583,13208.56,220571.0
83402,Tanzania,India,Air,Organic Cotton,178,kg,178.0,5900.0,0.602,632.2204,0.107156,1854.35,20881.44
83403,Haiti,India,Air,Organic Cotton,465,kg,465.0,16200.0,0.602,4534.866,0.27993,6036.96,1541.12
83404,Côte d'Ivoire,India,Air,Organic Cotton,See DN-1671 (ID#:82863),kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,See DN-1671 (ID#:82863),179711.76
83405,Côte d'Ivoire,India,Air,Organic Cotton,See DN-1671 (ID#:82863),kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,See DN-1671 (ID#:82863),37604.0
83406,Nigeria,India,Air Charter,Organic Cotton,141,kg,141.0,8100.0,0.75,856.5749999999999,0.10575,Freight Included in Commodity Cost,13464.0
83407,Nigeria,India,Air Charter,Organic Cotton,952,kg,952.0,8100.0,0.75,5783.4,0.714,Freight Included in Commodity Cost,138732.25
83408,Nigeria,India,Air Charter,Organic Cotton,42,kg,42.0,8100.0,0.75,255.15000000000003,0.03150000000000001,Freight Included in Commodity Cost,1184.82
83409,Nigeria,India,Air Charter,Organic Cotton,202,kg,202.0,8100.0,0.75,1227.15,0.15150000000000002,Freight Included in Commodity Cost,19320.84
83410,Nigeria,India,Air Charter,Organic Cotton,420,kg,420.0,8100.0,0.75,2551.5,0.315,Freight Included in Commodity Cost,21520.8
83411,Zimbabwe,India,Air,Organic Cotton,1088,kg,1088.0,7900.0,0.602,5174.3104,0.654976,4170.65,105120.0
83412,Uganda,India,Truck,Organic Cotton,See DN-1752 (ID#:82311),kg,1047.0,6200.0,0.0626,406.36164,0.06554220000000001,See DN-1752 (ID#:82311),1033.68
83413,Uganda,India,Truck,Organic Cotton,1055,kg,1055.0,6200.0,0.0626,409.4666,0.066043,2961,100980.0
83414,Côte d'Ivoire,India,Air,Organic Cotton,See DN-1759 (ID#:82875),kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,See DN-1759 (ID#:82875),67837.77
83415,Côte d'Ivoire,India,Air,Organic Cotton,See DN-1759 (ID#:82875),kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,See DN-1759 (ID#:82875),2035.0
83416,Nigeria,India,Air,Organic Cotton,1444,kg,1444.0,8100.0,0.602,7041.2328,0.869288,124350.84,40950.0
83417,Zambia,India,Truck,Organic Cotton,944,kg,944.0,7600.0,0.0626,449.11744,0.0590944,8022.59,202526.1
83418,Nigeria,India,Air Charter,Organic Cotton,216,kg,216.0,8100.0,0.75,1312.1999999999998,0.16199999999999998,9736.1,4647.5
83419,Guyana,India,Air,Organic Cotton,376,kg,376.0,7000.0,0.602,1584.464,0.226352,4468.34,58221.25
83420,Nigeria,India,Air Charter,Organic Cotton,4692,kg,4692.0,8100.0,0.75,28503.9,3.519,9736.1,448800.0
83421,Nigeria,India,Air Charter,Organic Cotton,5552,kg,5552.0,8100.0,0.75,33728.399999999994,4.164,9736.1,24235.2
83422,Guyana,India,Air,Organic Cotton,221,kg,221.0,7000.0,0.602,931.294,0.133042,3170.64,942.0
83423,Uganda,India,Air,Organic Cotton,358,kg,358.0,6200.0,0.602,1336.1991999999998,0.21551599999999996,2485.92,12250.25
83424,Nigeria,India,Air Charter,Organic Cotton,2500,kg,2500.0,8100.0,0.75,15187.5,1.875,9736.1,228260.0
83426,Nigeria,India,Air Charter,Organic Cotton,5420,kg,5420.0,8100.0,0.75,32926.5,4.065,9736.1,424476.0
83427,Ethiopia,India,Air,Organic Cotton,276,kg,276.0,7000.0,0.602,1163.064,0.16615200000000002,2211.22,36050.0
83428,Tanzania,India,Air,Organic Cotton,6240,kg,6240.0,5900.0,0.602,22163.232,3.75648,27922.62,109200.0
83429,Haiti,India,Air,Organic Cotton,4176,kg,4176.0,16200.0,0.602,40726.022399999994,2.5139519999999997,1005.2,304576.44
83430,Guyana,India,Air,Organic Cotton,See DN-1838 (ID#:82887),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See DN-1838 (ID#:82887),307.44
83431,Côte d'Ivoire,India,Air,Organic Cotton,98,kg,98.0,8900.0,0.602,525.0644,0.058996,2201.14,2820.0
83432,Haiti,India,Air,Organic Cotton,145,kg,145.0,16200.0,0.602,1414.098,0.08728999999999999,6438.37,18169.2
83433,Côte d'Ivoire,India,Air,Organic Cotton,182,kg,182.0,8900.0,0.602,975.1196,0.109564,3250.13,19497.28
83434,Uganda,India,Air,Organic Cotton,1943,kg,1943.0,6200.0,0.602,7252.0532,1.169686,6299.45,168300.0
83435,Côte d'Ivoire,India,Air,Organic Cotton,5997,kg,5997.0,8900.0,0.602,32130.726599999995,3.6101939999999995,8379.98,561000.0
83436,Côte d'Ivoire,India,Air,Organic Cotton,See DN-1873 (ID#:82329),kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,See DN-1873 (ID#:82329),14713.68
83437,Nigeria,India,Air,Organic Cotton,1173,kg,1173.0,8100.0,0.602,5719.7826000000005,0.706146,Freight Included in Commodity Cost,112200.0
83438,Zambia,India,Truck,Organic Cotton,947,kg,947.0,7600.0,0.0626,450.54472,0.0592822,13232.09,163601.3
83439,Nigeria,India,Air,Organic Cotton,206,kg,206.0,8100.0,0.602,1004.4971999999999,0.12401199999999998,Freight Included in Commodity Cost,8190.0
83440,Nigeria,India,Air,Organic Cotton,120,kg,120.0,8100.0,0.602,585.144,0.07224,Freight Included in Commodity Cost,9710.0
83441,Nigeria,India,Air,Organic Cotton,4582,kg,4582.0,8100.0,0.602,22342.748399999997,2.758364,Freight Included in Commodity Cost,876.0
83442,Nigeria,India,Air,Organic Cotton,13,kg,13.0,8100.0,0.602,63.3906,0.007826,Freight Included in Commodity Cost,1357.8
83443,Uganda,India,Air,Organic Cotton,301,kg,301.0,6200.0,0.602,1123.4524,0.18120199999999997,4758.36,8260.25
83444,Uganda,India,Air,Organic Cotton,1642,kg,1642.0,6200.0,0.602,6128.600799999999,0.9884839999999999,15347.04,89760.0
83445,Nigeria,India,Air,Organic Cotton,2406,kg,2406.0,8100.0,0.602,11732.137200000001,1.448412,6147.18,224400.0
83446,Ethiopia,India,Air,Organic Cotton,See DN-1952 (ID#:82907),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See DN-1952 (ID#:82907),19705.47
83447,Nigeria,India,Air Charter,Organic Cotton,922,kg,922.0,8100.0,0.75,5601.150000000001,0.6915000000000001,6147.18,78540.0
83448,Mozambique,India,Truck,Organic Cotton,12980,kg,12980.0,7200.0,0.0626,5850.345600000001,0.812548,11134.62,863940.0
83449,Nigeria,India,Air Charter,Organic Cotton,270,kg,270.0,8100.0,0.75,1640.25,0.2025,6147.18,35250.0
83450,Côte d'Ivoire,India,Air,Organic Cotton,See DN-1982 (ID#:82910),kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,See DN-1982 (ID#:82910),174190.8
83451,Côte d'Ivoire,India,Air,Organic Cotton,See DN-1982 (ID#:82910),kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,See DN-1982 (ID#:82910),68061.6
83452,Côte d'Ivoire,India,Air,Organic Cotton,See DN-1982 (ID#:82910),kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,See DN-1982 (ID#:82910),8376.2
83453,Côte d'Ivoire,India,Air,Organic Cotton,3202,kg,3202.0,8900.0,0.602,17155.6756,1.9276039999999999,12648.38,5809.3
83454,Uganda,India,Air,Organic Cotton,61,kg,61.0,6200.0,0.602,227.67639999999997,0.036722,536.02,7637.5
83455,Nigeria,India,Air Charter,Organic Cotton,122,kg,122.0,8100.0,0.75,741.15,0.0915,6147.18,15604.0
83456,Nigeria,India,Air Charter,Organic Cotton,5357,kg,5357.0,8100.0,0.75,32543.775,4.01775,6147.18,128719.5
83457,Côte d'Ivoire,India,Air,Organic Cotton,See DN-2011 (ID#:82350),kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,See DN-2011 (ID#:82350),87296.4
83458,Haiti,India,Air,Organic Cotton,See DN-2015 (ID#:82917),kg,1047.0,16200.0,0.602,10210.762799999999,0.6302939999999999,See DN-2015 (ID#:82917),47140.8
83459,Uganda,India,Air,Organic Cotton,144,kg,144.0,6200.0,0.602,537.4656,0.086688,1413.56,6835.89
83460,Nigeria,India,Air,Organic Cotton,16417,kg,16417.0,8100.0,0.602,80052.5754,9.883034,20264.93,112836.5
83461,Zimbabwe,India,Truck,Organic Cotton,12810,kg,12810.0,7900.0,0.0626,6335.057400000001,0.8019060000000001,15919.75,26668.0
83952,Nigeria,India,Air Charter,Organic Cotton,836,kg,836.0,8100.0,0.75,5078.7,0.627,9341.49,13420.0
83462,Côte d'Ivoire,India,Truck,Organic Cotton,See DN-2035 (ID#:82356),kg,1047.0,8900.0,0.0626,583.32558,0.0655422,See DN-2035 (ID#:82356),44550.0
83463,Côte d'Ivoire,India,Truck,Organic Cotton,See DN-2035 (ID#:82356),kg,1047.0,8900.0,0.0626,583.32558,0.0655422,See DN-2035 (ID#:82356),114680.0
83464,Côte d'Ivoire,India,Truck,Organic Cotton,See DN-2035 (ID#:82356),kg,1047.0,8900.0,0.0626,583.32558,0.0655422,See DN-2035 (ID#:82356),86736.32
83465,Zambia,India,Truck,Organic Cotton,15358,kg,15358.0,7600.0,0.0626,7306.7220800000005,0.9614108,16606.55,306414.9
83466,Uganda,India,Truck,Organic Cotton,6960,kg,6960.0,6200.0,0.0626,2701.3152,0.435696,29545.05,449306.08
83467,Uganda,India,Air,Organic Cotton,214,kg,214.0,6200.0,0.602,798.7335999999999,0.128828,5166.39,9815.4
83468,Côte d'Ivoire,Germany,Air,Organic Cotton,205,lbs,205.0,4700.0,0.602,580.0269999999999,0.12340999999999999,3962.5,36160.0
83469,Côte d'Ivoire,India,Air,Organic Cotton,3093,kg,3093.0,8900.0,0.602,16571.6754,1.861986,11235.05,18873.0
83470,Dominican Republic,India,Air,Organic Cotton,594,kg,594.0,7000.0,0.602,2503.116,0.357588,4996.2,48829.97
83471,Dominican Republic,India,Air,Organic Cotton,See DN-2066 (ID#:83470),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See DN-2066 (ID#:83470),39600.0
83472,Zambia,India,Truck,Organic Cotton,20364,kg,20364.0,7600.0,0.0626,9688.37664,1.2747864,31373.1,2585023.5
83473,Haiti,India,Air,Organic Cotton,See DN-2073 (ID#:82362),kg,1047.0,16200.0,0.602,10210.762799999999,0.6302939999999999,See DN-2073 (ID#:82362),20990.97
83474,Haiti,India,Air,Organic Cotton,See DN-2073 (ID#:82362),kg,1047.0,16200.0,0.602,10210.762799999999,0.6302939999999999,See DN-2073 (ID#:82362),252.0
83475,Haiti,India,Air,Organic Cotton,See DN-2073 (ID#:82362),kg,1047.0,16200.0,0.602,10210.762799999999,0.6302939999999999,See DN-2073 (ID#:82362),12501.72
83476,Ethiopia,India,Air,Organic Cotton,88,kg,88.0,7000.0,0.602,370.832,0.052976,1842.95,10512.0
83477,Uganda,India,Truck,Organic Cotton,16790,kg,16790.0,6200.0,0.0626,6516.5348,1.0510540000000002,103428,1402500.0
83478,Guatemala,India,Air,Organic Cotton,1435,kg,1435.0,7000.0,0.602,6047.09,0.86387,16252.95,36773.55
83479,Mozambique,India,Air,Organic Cotton,512,kg,512.0,7200.0,0.602,2219.2128,0.308224,3415.72,2377.54
83480,Mozambique,India,Truck,Organic Cotton,1137,kg,1137.0,7200.0,0.0626,512.46864,0.07117620000000001,4711.97,8400.0
83483,Côte d'Ivoire,India,Air,Organic Cotton,See DN-2106 (ID#:82933),kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,See DN-2106 (ID#:82933),158234.85
83484,Zambia,India,Truck,Organic Cotton,586,kg,586.0,7600.0,0.0626,278.79535999999996,0.0366836,8045.76,77694.96
83485,Haiti,India,Air,Organic Cotton,See DN-2113 (ID#:82937),kg,1047.0,16200.0,0.602,10210.762799999999,0.6302939999999999,See DN-2113 (ID#:82937),6921.6
83486,Haiti,India,Air,Organic Cotton,395,kg,395.0,16200.0,0.602,3852.198,0.23779,6555.75,7452.8
83487,Côte d'Ivoire,India,Air,Organic Cotton,176,kg,176.0,8900.0,0.602,942.9727999999999,0.10595199999999999,1653.99,2898.0
83488,Guyana,India,Air,Organic Cotton,143,kg,143.0,7000.0,0.602,602.6019999999999,0.08608599999999998,2097.18,109.5
83489,Guyana,India,Air,Organic Cotton,See DN-2129 (ID#:83488),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See DN-2129 (ID#:83488),1356.3
83490,Côte d'Ivoire,India,Air,Organic Cotton,17126,kg,17126.0,8900.0,0.602,91757.68280000001,10.309852000000001,17941.46,34440.0
83491,Côte d'Ivoire,India,Air,Organic Cotton,2325,kg,2325.0,8900.0,0.602,12456.885,1.39965,17941.47,23692.4
83492,Zambia,India,Truck,Organic Cotton,1084,kg,1084.0,7600.0,0.0626,515.7238400000001,0.06785840000000001,4471.07,50509.74
83493,Uganda,India,Truck,Organic Cotton,2875,kg,2875.0,6200.0,0.0626,1115.845,0.179975,23675.63,248683.82
83494,Zambia,India,Truck,Organic Cotton,13222,kg,13222.0,7600.0,0.0626,6290.4987200000005,0.8276972,4471.08,2394384.0
83495,Tanzania,India,Air,Organic Cotton,4030,kg,4030.0,5900.0,0.602,14313.753999999999,2.4260599999999997,15707.3,206780.0
83496,Nigeria,India,Air Charter,Organic Cotton,823,kg,823.0,8100.0,0.75,4999.724999999999,0.61725,12601.06,108150.0
83497,Zimbabwe,India,Truck,Organic Cotton,See DN-2179 (ID#:82946),kg,1047.0,7900.0,0.0626,517.78338,0.0655422,See DN-2179 (ID#:82946),7499.52
83498,Zimbabwe,India,Truck,Organic Cotton,See DN-2179 (ID#:82946),kg,1047.0,7900.0,0.0626,517.78338,0.0655422,See DN-2179 (ID#:82946),16341.6
83499,Uganda,India,Air,Organic Cotton,79,kg,79.0,6200.0,0.602,294.8596,0.047558,2305.65,14342.4
83500,Nigeria,India,Air Charter,Organic Cotton,4502,kg,4502.0,8100.0,0.75,27349.649999999998,3.3764999999999996,12601.07,441000.0
83501,Zambia,India,Truck,Organic Cotton,1032,kg,1032.0,7600.0,0.0626,490.98432,0.0646032,3402.23,45180.0
83502,Zimbabwe,India,Truck,Organic Cotton,See DN-2203 (ID#:82949),kg,1047.0,7900.0,0.0626,517.78338,0.0655422,See DN-2203 (ID#:82949),11185.92
83503,Nigeria,India,Air Charter,Organic Cotton,6749,kg,6749.0,8100.0,0.75,41000.174999999996,5.061749999999999,13398.06,623141.82
83504,Nigeria,India,Air Charter,Organic Cotton,See DN-2213 (ID#:82952),kg,1047.0,8100.0,0.75,6360.525,0.78525,See DN-2213 (ID#:82952),248551.66
83505,Nigeria,India,Air Charter,Organic Cotton,5554,kg,5554.0,8100.0,0.75,33740.55,4.165500000000001,13398.06,630619.08
83506,Nigeria,India,Air Charter,Organic Cotton,29353,kg,29353.0,8100.0,0.75,178319.475,22.01475,13398.06,2320890.66
83507,Benin,Germany,Air,Organic Cotton,129,lbs,129.0,7000.0,0.602,543.606,0.077658,6477.67,20615.14
83508,Zambia,India,Truck,Organic Cotton,2029,kg,2029.0,7600.0,0.0626,965.31704,0.1270154,6801.72,43289.07
83509,Ghana,India,Air,Organic Cotton,See DN-2259 (ID#:82958),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See DN-2259 (ID#:82958),13546.2
83510,Tanzania,India,Air,Organic Cotton,6986,kg,6986.0,5900.0,0.602,24812.8748,4.205572,26538.46,818283.44
83511,Mozambique,India,Truck,Organic Cotton,1391,kg,1391.0,7200.0,0.0626,626.9515200000001,0.0870766,3525.04,128660.4
83513,Zimbabwe,India,Truck,Organic Cotton,212,kg,212.0,7900.0,0.0626,104.84248000000001,0.0132712,2143.48,7005.3
83514,Zimbabwe,India,Truck,Organic Cotton,357,kg,357.0,7900.0,0.0626,176.55078,0.022348200000000002,2143.49,15314.32
83515,Uganda,India,Truck,Organic Cotton,2641,kg,2641.0,6200.0,0.0626,1025.02492,0.16532660000000002,19673.48,264600.0
83517,Côte d'Ivoire,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,Invoiced Separately,7499.7
83518,Zimbabwe,India,Truck,Organic Cotton,487,kg,487.0,7900.0,0.0626,240.84098,0.0304862,2091.17,22773.23
83519,Zambia,India,Truck,Organic Cotton,See DN-2299 (ID#:82966),kg,1047.0,7600.0,0.0626,498.12072,0.0655422,See DN-2299 (ID#:82966),1195200.0
83520,Côte d'Ivoire,India,Air,Organic Cotton,See DN-2304 (ID#:82395),kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,See DN-2304 (ID#:82395),69439.68
83521,Haiti,India,Air,Organic Cotton,See DN-2310 (ID#:82968),kg,1047.0,16200.0,0.602,10210.762799999999,0.6302939999999999,See DN-2310 (ID#:82968),21436.0
83522,Uganda,India,Truck,Organic Cotton,370,kg,370.0,6200.0,0.0626,143.6044,0.023162,2886.12,66333.6
83523,Ghana,India,Air,Organic Cotton,5199,kg,5199.0,7000.0,0.602,21908.586,3.129798,585,265707.68
83524,Ghana,India,Air,Organic Cotton,2698,kg,2698.0,7000.0,0.602,11369.372,1.624196,12676.4,113160.84
83525,Zambia,India,Truck,Organic Cotton,See DN-2322 (ID#:82973),kg,1047.0,7600.0,0.0626,498.12072,0.0655422,See DN-2322 (ID#:82973),80048.92
83526,Zimbabwe,Unkown,Truck,Organic Cotton,1406,kg,1406.0,7000.0,0.0626,616.1092,0.0880156,5479.15,22228.85
83527,Uganda,India,Truck,Organic Cotton,1518,kg,1518.0,6200.0,0.0626,589.1661600000001,0.09502680000000002,6561.51,68879.58
83528,Uganda,India,Truck,Organic Cotton,656,kg,656.0,6200.0,0.0626,254.60672000000002,0.0410656,4376.56,61239.43
83529,Uganda,India,Truck,Organic Cotton,See DN-2329 (ID#:82976),kg,1047.0,6200.0,0.0626,406.36164,0.06554220000000001,See DN-2329 (ID#:82976),1178100.0
83530,Côte d'Ivoire,India,Air,Organic Cotton,See DN-2339 (ID#:82401),kg,1047.0,8900.0,0.602,5609.616599999999,0.6302939999999999,See DN-2339 (ID#:82401),34787.52
83531,Tanzania,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,5900.0,0.0626,386.69897999999995,0.0655422,Invoiced Separately,1359241.2
83532,Nigeria,India,Air Charter,Organic Cotton,108,kg,108.0,8100.0,0.75,656.0999999999999,0.08099999999999999,18495.9,1400.0
83533,Zimbabwe,India,Truck,Organic Cotton,209,kg,209.0,7900.0,0.0626,103.35885999999999,0.013083399999999999,502.49,1049.75
83534,Zimbabwe,India,Truck,Organic Cotton,1423,kg,1423.0,7900.0,0.0626,703.7304200000001,0.08907980000000001,6623.46,366291.72
83536,Tanzania,India,Truck,Organic Cotton,4560,kg,4560.0,5900.0,0.0626,1684.1904,0.285456,1047.17,803513.04
83537,Nigeria,India,Air Charter,Organic Cotton,5712,kg,5712.0,8100.0,0.75,34700.399999999994,4.283999999999999,18495.9,422000.0
83538,Mozambique,India,Truck,Organic Cotton,5269,kg,5269.0,7200.0,0.0626,2374.8436800000004,0.32983940000000006,4480.45,27288.3
83539,Swaziland,India,Air,Organic Cotton,2036,kg,2036.0,7000.0,0.602,8579.704,1.2256719999999999,15635.84,135286.0
83540,Uganda,India,Air,Organic Cotton,3654,kg,3654.0,6200.0,0.602,13638.1896,2.1997079999999998,19520.77,19098.3
83541,Zimbabwe,India,Truck,Organic Cotton,496,kg,496.0,7900.0,0.0626,245.29184,0.0310496,5257.35,38071.67
83542,Haiti,India,Air,Organic Cotton,418,kg,418.0,16200.0,0.602,4076.5031999999997,0.25163599999999997,4692.14,6328.0
83543,Zambia,India,Truck,Organic Cotton,2409,kg,2409.0,7600.0,0.0626,1146.10584,0.1508034,9346.8,233758.2
83544,Nigeria,India,Air Charter,Organic Cotton,See DN-2395 (ID#:82415),kg,1047.0,8100.0,0.75,6360.525,0.78525,See DN-2395 (ID#:82415),1064194.56
83545,Nigeria,India,Air Charter,Organic Cotton,6180,kg,6180.0,8100.0,0.75,37543.5,4.635,21326.73,506167.86
83546,Tanzania,India,Truck,Organic Cotton,5641,kg,5641.0,5900.0,0.0626,2083.4469400000003,0.35312660000000007,45291.49,29250.0
83547,Uganda,India,Truck,Organic Cotton,521,kg,521.0,6200.0,0.0626,202.21052000000003,0.03261460000000001,4237.12,45190.46
83548,Nigeria,India,Air Charter,Organic Cotton,8754,kg,8754.0,8100.0,0.75,53180.549999999996,6.565499999999999,15322.73,709690.94
83549,Rwanda,India,Air,Organic Cotton,1076,kg,1076.0,7000.0,0.602,4534.264,0.647752,4474.31,5550.0
83550,Mozambique,India,Truck,Organic Cotton,19143,kg,19143.0,7200.0,0.0626,8628.13296,1.1983518000000002,16660.04,1683000.0
83551,Mozambique,India,Truck,Organic Cotton,36,kg,36.0,7200.0,0.0626,16.22592,0.0022535999999999997,3470,3085.5
83552,Tanzania,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,5900.0,0.0626,386.69897999999995,0.0655422,Freight Included in Commodity Cost,274300.0
83553,Mozambique,Unkown,Truck,Organic Cotton,318,kg,318.0,7000.0,0.0626,139.3476,0.0199068,6025.73,232667.68
83554,Mozambique,Unkown,Truck,Organic Cotton,See DN-2488 (ID#:83553),kg,1047.0,7000.0,0.0626,458.7954,0.0655422,See DN-2488 (ID#:83553),7203.0
83555,"Congo, DRC",India,Air,Organic Cotton,55,kg,55.0,7000.0,0.602,231.76999999999998,0.03311,912.36,123.6
83556,"Congo, DRC",India,Air,Organic Cotton,See DN-2497 (ID#:82435),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See DN-2497 (ID#:82435),41.2
83557,Guyana,India,Air,Organic Cotton,See DN-2503 (ID#:83007),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See DN-2503 (ID#:83007),1357.11
83558,Guyana,India,Air,Organic Cotton,See DN-2503 (ID#:83007),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See DN-2503 (ID#:83007),687.5
83559,"Congo, DRC",India,Air,Organic Cotton,81,kg,81.0,7000.0,0.602,341.334,0.048762,1535.56,362.7
83626,South Sudan,India,Air,Organic Cotton,39,kg,39.0,7000.0,0.602,164.346,0.023478,742.98,2316.0
83560,"Congo, DRC",India,Air,Organic Cotton,See DN-2504 (ID#:83559),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See DN-2504 (ID#:83559),48.64
83561,"Congo, DRC",India,Air,Organic Cotton,220,kg,220.0,7000.0,0.602,927.0799999999999,0.13244,2110.2,322.24
83562,"Congo, DRC",India,Air,Organic Cotton,See DN-2507 (ID#:82440),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See DN-2507 (ID#:82440),1363.05
83563,"Congo, DRC",India,Air,Organic Cotton,512,kg,512.0,7000.0,0.602,2157.5679999999998,0.30822399999999994,3438.2,2125.5
83564,"Congo, DRC",India,Air,Organic Cotton,See DN-2511 (ID#:83563),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See DN-2511 (ID#:83563),11934.0
83565,"Congo, DRC",India,Air,Organic Cotton,See DN-2512 (ID#:82443),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See DN-2512 (ID#:82443),4802.85
83566,Zimbabwe,India,Truck,Organic Cotton,1373,kg,1373.0,7900.0,0.0626,679.0034200000001,0.08594980000000002,4777.08,106740.48
83567,"Congo, DRC",India,Air,Organic Cotton,4,kg,4.0,7000.0,0.602,16.855999999999998,0.0024079999999999996,491.42,156.11
83568,Côte d'Ivoire,India,Truck,Organic Cotton,1663,kg,1663.0,8900.0,0.0626,926.5238200000001,0.10410380000000001,1102.3,8673.6
83569,Côte d'Ivoire,India,Air,Organic Cotton,495,kg,495.0,8900.0,0.602,2652.111,0.29799,20548.8,24115.5
83570,Côte d'Ivoire,India,Truck,Organic Cotton,973,kg,973.0,8900.0,0.0626,542.09722,0.0609098,4466.99,149265.06
83571,Côte d'Ivoire,India,Air,Organic Cotton,779,kg,779.0,8900.0,0.602,4173.7262,0.468958,4646.13,119452.2
83572,Nigeria,India,Air Charter,Organic Cotton,11636,kg,11636.0,8100.0,0.75,70688.7,8.727,25231.96,825958.7
83573,Nigeria,India,Air Charter,Organic Cotton,See DN-2564 (ID#:83572),kg,1047.0,8100.0,0.75,6360.525,0.78525,See DN-2564 (ID#:83572),129293.78
83574,Nigeria,India,Air Charter,Organic Cotton,6073,kg,6073.0,8100.0,0.75,36893.475000000006,4.55475,25231.96,375603.92
83575,Guyana,India,Air,Organic Cotton,25,kg,25.0,7000.0,0.602,105.35,0.01505,211,1858.01
83576,Mozambique,India,Truck,Organic Cotton,See DN-2590 (ID#:83019),kg,1047.0,7200.0,0.0626,471.90384,0.0655422,See DN-2590 (ID#:83019),224400.0
83577,Burundi,India,Air,Organic Cotton,327,kg,327.0,7000.0,0.602,1377.978,0.196854,5320.13,378.0
83578,Zimbabwe,India,Truck,Organic Cotton,1616,kg,1616.0,7900.0,0.0626,799.1766400000001,0.10116160000000002,3489.53,219466.26
83579,Zambia,India,Truck,Organic Cotton,10381,kg,10381.0,7600.0,0.0626,4938.864560000001,0.6498506000000002,8510.81,269000.0
83580,Uganda,India,Truck,Organic Cotton,11441,kg,11441.0,6200.0,0.0626,4440.480920000001,0.7162066000000001,55175.61,787248.0
83581,Mozambique,India,Truck,Organic Cotton,See DN-2616 (ID#:83024),kg,1047.0,7200.0,0.0626,471.90384,0.0655422,See DN-2616 (ID#:83024),1122000.0
83583,Zimbabwe,Unkown,Truck,Organic Cotton,12347,kg,12347.0,7000.0,0.0626,5410.4554,0.7729222,16978.83,134583.12
83584,Zambia,India,Truck,Organic Cotton,28103,kg,28103.0,7600.0,0.0626,13370.283280000001,1.7592478000000003,36650.58,1219664.0
83585,Rwanda,India,Air,Organic Cotton,7,kg,7.0,7000.0,0.602,29.497999999999998,0.004214,805.58,2446.08
83586,Tanzania,India,Truck,Organic Cotton,1380,kg,1380.0,5900.0,0.0626,509.68919999999997,0.08638799999999999,4553.1,39478.95
83587,Burundi,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,13824.0
83588,Dominican Republic,India,Air,Organic Cotton,630,kg,630.0,7000.0,0.602,2654.8199999999997,0.37926,7519.8,24327.5
83589,Libya,India,Air,Organic Cotton,437,kg,437.0,7000.0,0.602,1841.518,0.26307400000000003,3062.18,55887.5
